Topic,1
human,0.017146
machine,0.0097604
computing,0.0094714
design,0.0093541
conference,0.0092547
model,0.0069523
interaction,0.0068891
learning,0.0064919
usa,0.0064467
systems,0.0060675
-,-
Topic,2
creativity,0.021226
creative,0.013964
art,0.012269
robot,0.011227
child,0.0085411
figure,0.0064652
study,0.006372
doi,0.006211
social,0.0061432
include,0.0052958
-,-
Topic,3
participant,0.017218
design,0.011096
process,0.008763
model,0.0087255
generate,0.0064898
work,0.0059571
tool,0.0059496
movement,0.0059496
scenario,0.0056195
study,0.0050568
-,-
Topic,4
system,0.028987
user,0.019989
design,0.012494
human,0.011441
future,0.009032
people,0.0069337
practice,0.0068128
technology,0.0063811
social,0.0063034
conversational,0.0057248
-,-
Topic,5
design,0.014732
new,0.0090401
research,0.0082839
technology,0.0082608
work,0.0080414
like,0.0079491
datum,0.0077008
future,0.0073256
make,0.0063904
digital,0.0061422
-,-
