Topic,Article_Name
1,designing with ai- a user study to explore the future role of ai as a collaborative tool in graphics design,experiential speculation in vision-based ai design education designing conventional and progressive ai futures,participatory conceptual design of accessible digital musical instruments using generative ai,speculation forms and functions
3,from critical technical practice to reflexive data science,imagining the future of creative ai tools a cospeculative workshop,muGen — Generative AI as Machinic Exploration of Cultural Archives
5,Call for Speculative ICCC,how to use generative ai as a design material for future human-computer (co-) creation,humans will lose proper imagination unconsciously
6,conversations with the news co-speculation into conversational interactions with news content,responsible language technologies foreseeing and mitigating harms
7,A Speculative Exploration of the Role of Dialogue in Human-Computer Co-creation
8,ai in the public eye investigating public ai literacy through ai art
9,from ban it till we understand it to resistance is futile how university programming instructors plan to adapt as more students use ai code generation and
10,Exploring the Human-AI Nexus- A Friendly Dispute Between Second-Order Cybernetical Ethical Thinking and Questions of AI Ethics,machine talking speculative conversations with ai through practice-oriented research,nishant shah
11,Public Interest Technology Indian Megacities,design ideation with ai-sketching thinking and talking with generative machine learning models,objective portrait a practice-based inquiry to explore al as a reflective design partner
13,speculative mobility exploring sustainability-driven scenarios for future car owners
14,_explorers of unknown planets practices and politics of artificial intelligence in visual arts,deepfakes in india from words for the lies to the faces for the lies,hidden layer interaction a co-creative design fiction for generative models,lost in the logistical funhouse speculative design as synthetic media enterprise,on the integration of machine agents into live coding,synthetic ethnography field devices for the qualitative study of generative models
15,drinking chai with your (ai) programming partner a design fiction about generative ai for software engineering,festforward participatory design futuring and world-building for equitable digital futures in performing arts festivals,generative ai futures a speculative design exploration,metaverse perspectives from japan a participatory speculative design case study,user perspectives of the ethical dilemmas of ownership accountability leadership in human-ai co-creation
16,The Future of HCI-Policy Collaboration,dreams for digital spaces symposium paper what shapes the worlds of children educators and researchers
17,artistic fusion- exploring the potential of ai-generated artwork in enabling creative expression with people with intellectual disabilities
18,Algorithmic Abduction Robots,rendering a better future (L Shape),unreliable narrator reparative approaches to harmful biases in ai storytelling for the he classroom and future creative industries
19,Exploration of the Future of Co-Creative Systems Through Collaborative Speculative Design Practices,when happy accidents spark creativity bringing collaborative speculation to life with generative ai
20,message ritual a posthuman account of living with lamp,miracle machine in the making soulful speculation with kabbalah,nine potential pitfalls when designing human-ai co-creative systems,the entoptic field camera as metaphor-driven research-through-design with ai technologies,the future of generative ai how genai would change human-computer co-creation in the next 10 to 15 years,what is human-centered about human-centered ai a map of the research landscape
21,Lonely Road Maison 2021 preprint,unpredictable memes speculative futures of meme creators ownership through the lens of disruptive technologies
22,boosting children's creativity through creative interactions with social robots,sparking creativity with robots a design perspective
24,"Instituting socio-technical education futures encounters with through technical democracy, data justice, and imaginaries","Investigating Consumer Perception and Speculative AI Labels for Creative AI Usage In Media","intelligent music performance system towards a design framework"
26,ahrc design fellows challenges of the future ai data,its like the value system in the loop domain experts values expectations for nlp automation
27,memento flori speculative design approaches to memorials of the future,memory manipulations in extended reality
28,prototyping relational things that talk a discursive design strategy for conversational ai systems
29,filmmaking of the future a co-design-led investigation into the potential of immersive technologies to enhance the small and medium audiovisual production
30,Artificial Intelligence and Creativity
31,machines for living
32,ai-generated dance and the subjectivity challenge,embodying an interactive ai for dance through movement ideation
33,Predictive or Imaginative Futures
34,writers want ai collaborators to respect their personal values and writing strategies a human-centered perspective on ai co-writing
35,World Yearbook of Education 2024 Digi... (Z-Library) (dragged),probing respiratory care with generative deep learning
