Topic,Article_Name
1,Lonely Road Maison 2021 preprint,Public Interest Technology Indian Megacities,design ideation with ai-sketching thinking and talking with generative machine learning models,designing with ai- a user study to explore the future role of ai as a collaborative tool in graphics design,experiential speculation in vision-based ai design education designing conventional and progressive ai futures,generative ai futures a speculative design exploration,objective portrait a practice-based inquiry to explore al as a reflective design partner,user perspectives of the ethical dilemmas of ownership accountability leadership in human-ai co-creation
2,Exploration of the Future of Co-Creative Systems Through Collaborative Speculative Design Practices,Exploring the Human-AI Nexus- A Friendly Dispute Between Second-Order Cybernetical Ethical Thinking and Questions of AI Ethics,nishant shah,on the integration of machine agents into live coding,unreliable narrator reparative approaches to harmful biases in ai storytelling for the he classroom and future creative industries
3,miracle machine in the making soulful speculation with kabbalah
5,"Instituting socio-technical education futures encounters with through technical democracy, data justice, and imaginaries","dreams for digital spaces symposium paper what shapes the worlds of children educators and researchers","festforward participatory design futuring and world-building for equitable digital futures in performing arts festivals","lost in the logistical funhouse speculative design as synthetic media enterprise"
6,from ban it till we understand it to resistance is futile how university programming instructors plan to adapt as more students use ai code generation and,from critical technical practice to reflexive data science,message ritual a posthuman account of living with lamp,rendering a better future (L Shape)
7,Artificial Intelligence and Creativity,ai in the public eye investigating public ai literacy through ai art,artistic fusion- exploring the potential of ai-generated artwork in enabling creative expression with people with intellectual disabilities,muGen — Generative AI as Machinic Exploration of Cultural Archives
8,Investigating Consumer Perception and Speculative AI Labels for Creative AI Usage In Media,metaverse perspectives from japan a participatory speculative design case study
9,deepfakes in india from words for the lies to the faces for the lies
10,hidden layer interaction a co-creative design fiction for generative models,humans will lose proper imagination unconsciously,intelligent music performance system towards a design framework,participatory conceptual design of accessible digital musical instruments using generative ai,synthetic ethnography field devices for the qualitative study of generative models,when happy accidents spark creativity bringing collaborative speculation to life with generative ai
11,its like the value system in the loop domain experts values expectations for nlp automation
12,The Future of HCI-Policy Collaboration,ahrc design fellows challenges of the future ai data,the entoptic field camera as metaphor-driven research-through-design with ai technologies
13,conversations with the news co-speculation into conversational interactions with news content,filmmaking of the future a co-design-led investigation into the potential of immersive technologies to enhance the small and medium audiovisual production
14,A Speculative Exploration of the Role of Dialogue in Human-Computer Co-creation,Call for Speculative ICCC,_explorers of unknown planets practices and politics of artificial intelligence in visual arts,how to use generative ai as a design material for future human-computer (co-) creation,imagining the future of creative ai tools a cospeculative workshop
16,Algorithmic Abduction Robots,machine talking speculative conversations with ai through practice-oriented research
17,drinking chai with your (ai) programming partner a design fiction about generative ai for software engineering,nine potential pitfalls when designing human-ai co-creative systems,responsible language technologies foreseeing and mitigating harms,the future of generative ai how genai would change human-computer co-creation in the next 10 to 15 years,what is human-centered about human-centered ai a map of the research landscape
19,World Yearbook of Education 2024 Digi... (Z-Library) (dragged),machines for living
20,speculation forms and functions,speculative mobility exploring sustainability-driven scenarios for future car owners,unpredictable memes speculative futures of meme creators ownership through the lens of disruptive technologies
21,Predictive or Imaginative Futures,memory manipulations in extended reality
22,memento flori speculative design approaches to memorials of the future,writers want ai collaborators to respect their personal values and writing strategies a human-centered perspective on ai co-writing
23,ai-generated dance and the subjectivity challenge,embodying an interactive ai for dance through movement ideation
24,probing respiratory care with generative deep learning,prototyping relational things that talk a discursive design strategy for conversational ai systems
25,boosting children's creativity through creative interactions with social robots,sparking creativity with robots a design perspective
